start_x,start_y,end_x,end_y
15,0,15,-5
30,0,30,-6
45,0,44,-7
60,0,60,-3
105,0,102,-11
120,0,120,-4
135,0,131,0
240,0,238,-6
255,0,254,-10
270,0,269,-9
285,0,278,-6
330,0,326,-5
345,0,344,-10
360,0,361,-10
375,0,366,-11
15,15,16,9
30,15,30,7
45,15,44,7
60,15,60,11
75,15,75,10
90,15,90,12
105,15,102,11
120,15,119,9
240,15,240,12
255,15,255,6
270,15,270,5
285,15,285,12
315,15,316,10
330,15,329,8
345,15,345,5
360,15,359,8
375,15,370,8
390,15,390,6
405,15,405,12
435,15,437,13
30,30,28,27
45,30,45,25
60,30,60,26
75,30,75,22
135,30,136,25
240,30,240,27
255,30,255,27
270,30,275,26
300,30,301,27
315,30,314,27
330,30,331,24
345,30,344,25
360,30,357,24
375,30,374,24
390,30,389,21
405,30,404,24
435,30,436,27
30,45,27,49
45,45,44,52
60,45,65,46
75,45,75,37
90,45,88,40
120,45,118,39
135,45,136,39
150,45,150,42
165,45,165,39
180,45,178,37
195,45,194,38
210,45,209,41
225,45,224,42
240,45,241,41
255,45,256,41
285,45,285,41
300,45,300,40
315,45,315,42
330,45,329,39
345,45,345,39
360,45,359,38
375,45,374,39
390,45,388,40
405,45,405,40
420,45,417,42
15,60,9,59
30,60,23,55
45,60,45,56
60,60,61,54
75,60,74,55
90,60,89,57
105,60,104,56
120,60,118,55
135,60,138,53
150,60,148,54
165,60,164,54
180,60,178,55
195,60,192,54
210,60,210,54
225,60,224,55
240,60,239,55
255,60,255,56
270,60,271,56
285,60,287,55
300,60,296,55
315,60,313,57
330,60,327,58
345,60,342,54
360,60,357,54
375,60,373,55
390,60,389,53
405,60,410,55
420,60,387,53
435,60,411,56
450,60,449,56
465,60,465,54
60,75,63,71
90,75,91,69
105,75,105,71
150,75,147,73
165,75,163,70
180,75,179,70
195,75,194,69
210,75,209,70
225,75,225,69
240,75,239,70
255,75,255,70
270,75,268,70
285,75,285,69
300,75,299,72
315,75,314,70
330,75,328,69
345,75,342,70
360,75,358,69
375,75,374,69
390,75,389,66
405,75,402,69
420,75,414,68
435,75,435,62
450,75,450,69
465,75,464,66
0,90,0,85
15,90,13,82
30,90,29,82
45,90,40,86
75,90,73,86
90,90,84,87
105,90,101,87
120,90,118,83
135,90,133,88
165,90,165,87
180,90,179,87
195,90,199,84
210,90,211,86
225,90,225,85
240,90,239,83
255,90,255,85
270,90,270,84
285,90,286,85
300,90,300,84
315,90,315,85
330,90,324,84
345,90,343,83
360,90,359,83
375,90,374,83
390,90,390,85
405,90,405,85
420,90,419,84
435,90,432,84
450,90,448,84
465,90,464,86
0,105,-2,97
15,105,15,98
30,105,29,99
45,105,41,102
60,105,58,102
75,105,73,101
90,105,85,100
105,105,103,103
120,105,117,108
135,105,136,102
150,105,145,101
165,105,163,101
195,105,199,103
210,105,215,103
225,105,228,97
240,105,248,96
255,105,257,97
285,105,288,98
300,105,301,100
315,105,313,98
330,105,327,99
345,105,344,98
360,105,359,99
375,105,375,98
390,105,391,98
405,105,407,99
420,105,417,99
435,105,436,97
450,105,449,100
465,105,464,108
0,120,-7,122
15,120,14,114
30,120,29,114
45,120,40,114
60,120,55,115
75,120,70,114
90,120,90,116
105,120,105,116
120,120,115,114
135,120,132,115
150,120,142,116
165,120,155,112
180,120,174,120
195,120,185,116
210,120,209,114
225,120,224,117
240,120,246,115
255,120,265,114
270,120,274,118
285,120,294,120
300,120,305,116
315,120,320,114
330,120,329,124
345,120,347,119
360,120,366,115
375,120,375,112
390,120,390,109
405,120,411,113
420,120,422,115
435,120,436,110
450,120,451,113
465,120,467,113
0,135,-3,127
15,135,13,128
30,135,30,127
45,135,43,127
60,135,58,127
75,135,75,125
90,135,91,128
105,135,104,125
120,135,119,129
135,135,131,133
150,135,138,130
165,135,157,126
180,135,171,131
195,135,191,129
210,135,204,135
225,135,210,133
240,135,227,132
255,135,241,136
270,135,286,136
285,135,296,138
300,135,309,132
315,135,333,122
330,135,345,133
345,135,361,126
360,135,373,133
375,135,377,131
390,135,402,130
405,135,414,128
420,135,438,128
435,135,457,131
450,135,463,126
465,135,480,134
0,150,-1,143
15,150,7,144
30,150,31,147
75,150,72,148
90,150,89,147
105,150,104,144
120,150,120,144
135,150,135,146
150,150,145,145
165,150,155,141
180,150,171,141
195,150,178,145
210,150,196,148
225,150,211,149
240,150,222,146
255,150,236,152
270,150,265,147
285,150,275,155
300,150,294,152
315,150,318,149
330,150,360,150
345,150,381,144
360,150,372,144
375,150,370,158
390,150,402,138
405,150,434,139
420,150,444,145
435,150,440,148
450,150,464,140
465,150,483,152
0,165,-1,163
30,165,29,156
45,165,43,158
60,165,61,159
75,165,73,159
90,165,90,158
105,165,104,154
120,165,117,159
135,165,128,161
150,165,132,162
165,165,149,164
180,165,167,163
195,165,179,171
210,165,192,169
225,165,208,169
240,165,224,159
255,165,231,158
270,165,251,161
285,165,258,164
300,165,285,167
315,165,303,157
330,165,357,175
345,165,389,167
360,165,369,157
375,165,374,160
390,165,408,152
405,165,434,159
420,165,446,167
435,165,448,167
450,165,475,155
465,165,491,163
0,180,0,168
15,180,12,170
30,180,28,169
45,180,45,170
60,180,60,168
75,180,70,171
90,180,82,169
105,180,93,171
120,180,114,175
135,180,108,179
150,180,123,176
165,180,151,182
180,180,167,175
195,180,180,182
210,180,194,180
225,180,207,174
240,180,221,179
255,180,243,176
270,180,253,181
285,180,274,180
300,180,286,183
315,180,298,171
330,180,315,183
345,180,336,174
360,180,341,182
375,180,373,186
390,180,397,184
405,180,423,161
420,180,429,184
435,180,443,177
450,180,442,170
465,180,496,172
0,195,-12,189
15,195,5,192
30,195,21,196
45,195,37,182
60,195,39,191
75,195,56,190
90,195,61,189
105,195,81,189
120,195,118,186
135,195,97,187
150,195,113,195
165,195,129,193
180,195,145,195
195,195,174,188
210,195,191,193
225,195,207,191
240,195,216,192
255,195,234,195
270,195,250,193
285,195,258,194
300,195,275,204
315,195,294,191
330,195,311,197
345,195,329,187
360,195,344,194
375,195,364,191
390,195,372,193
405,195,390,192
420,195,422,191
435,195,428,193
450,195,453,179
465,195,488,186
0,210,-13,210
15,210,-3,209
30,210,12,198
45,210,20,203
60,210,33,206
75,210,45,200
90,210,69,200
105,210,94,196
120,210,112,199
135,210,100,208
150,210,106,214
165,210,139,201
180,210,152,203
195,210,169,204
210,210,189,209
225,210,201,213
240,210,223,205
255,210,243,211
270,210,263,201
285,210,284,206
300,210,292,228
315,210,295,208
330,210,309,210
345,210,333,208
360,210,349,211
375,210,371,204
390,210,384,207
405,210,391,189
420,210,421,219
435,210,434,215
465,210,467,207
